,ds,y,trajet_trajet_personnel,luminosite_Nuit sans éclairage public ou non allumé,luminosite_Crépuscule ou aube,type_collision_Deux véhicules – par l’arrière,type_collision_Deux véhicules - frontale,nom_dep_Bas_Rhin,nom_dep_Val_d_Oise,nom_dep_Ain,nom_dep_Yonne,region_Provence_Aples_Côte_d_Azur,vitesse_maximale_autorisee_80,heure
897,2021-06-16,14.0,194.0,17.0,16.0,83.0,76.0,4.0,7.0,6.0,6.0,63.0,72.0,15.0
898,2021-06-17,8.0,137.0,19.0,25.0,50.0,64.0,3.0,4.0,6.0,9.0,36.0,35.0,16.0
899,2021-06-18,12.0,186.0,27.0,22.0,63.0,76.0,3.0,4.0,2.0,0.0,31.0,52.0,16.0
900,2021-06-19,15.0,230.0,43.0,12.0,47.0,59.0,1.0,6.0,0.0,5.0,39.0,85.0,17.0
901,2021-06-20,9.0,180.0,19.0,24.0,33.0,33.0,2.0,6.0,3.0,0.0,28.0,55.0,15.0
902,2021-06-21,13.0,122.0,13.0,13.0,52.0,30.0,8.0,3.0,0.0,9.0,51.0,37.0,15.0
903,2021-06-22,4.0,164.0,29.0,18.0,67.0,39.0,2.0,14.0,5.0,0.0,44.0,44.0,13.0
904,2021-06-23,4.0,112.0,8.0,14.0,57.0,24.0,6.0,3.0,6.0,0.0,42.0,31.0,14.0
905,2021-06-24,7.0,150.0,35.0,12.0,56.0,43.0,6.0,6.0,2.0,2.0,46.0,47.0,14.0
906,2021-06-25,6.0,162.0,21.0,26.0,69.0,54.0,0.0,2.0,4.0,3.0,62.0,60.0,16.0
907,2021-06-26,11.0,261.0,43.0,27.0,76.0,75.0,12.0,7.0,4.0,1.0,51.0,89.0,15.0
908,2021-06-27,11.0,237.0,25.0,26.0,64.0,54.0,6.0,23.0,1.0,0.0,35.0,86.0,15.0
909,2021-06-28,5.0,151.0,17.0,14.0,62.0,43.0,2.0,7.0,5.0,0.0,38.0,39.0,14.0
910,2021-06-29,8.0,137.0,30.0,19.0,64.0,38.0,0.0,9.0,7.0,0.0,39.0,40.0,14.0
911,2021-06-30,8.0,130.0,7.0,5.0,62.0,33.0,6.0,12.0,0.0,0.0,42.0,29.0,15.0
912,2021-07-01,8.0,94.0,37.0,25.0,24.0,30.0,0.0,0.0,2.0,0.0,18.0,24.0,15.0
913,2021-07-02,4.0,91.0,20.0,8.0,15.0,37.0,0.0,5.0,0.0,0.0,22.0,28.0,14.0
914,2021-07-03,12.0,171.0,17.0,17.0,34.0,32.0,6.0,2.0,0.0,1.0,24.0,59.0,15.0
915,2021-07-04,7.0,76.0,2.0,17.0,39.0,25.0,2.0,0.0,0.0,0.0,21.0,18.0,14.0
916,2021-07-05,12.0,166.0,11.0,20.0,63.0,48.0,9.0,6.0,0.0,0.0,44.0,49.0,16.0
917,2021-07-06,11.0,138.0,10.0,11.0,57.0,48.0,6.0,13.0,0.0,0.0,30.0,56.0,15.0
918,2021-07-07,13.0,158.0,11.0,21.0,77.0,44.0,2.0,8.0,2.0,2.0,49.0,51.0,16.0
919,2021-07-08,10.0,201.0,63.0,31.0,51.0,22.0,2.0,3.0,0.0,0.0,26.0,68.0,14.0
920,2021-07-09,12.0,162.0,17.0,12.0,88.0,55.0,2.0,2.0,0.0,0.0,58.0,85.0,12.0
921,2021-07-10,5.0,102.0,30.0,20.0,57.0,35.0,2.0,2.0,8.0,0.0,33.0,30.0,14.0
922,2021-07-11,7.0,155.0,50.0,19.0,54.0,33.0,2.0,5.0,3.0,0.0,59.0,39.0,14.0
923,2021-07-12,8.0,91.0,60.0,37.0,56.0,35.0,4.0,4.0,2.0,0.0,35.0,39.0,13.0
924,2021-07-13,3.0,143.0,22.0,26.0,82.0,29.0,5.0,11.0,2.0,2.0,36.0,30.0,15.0
925,2021-07-14,10.0,195.0,38.0,25.0,41.0,38.0,2.0,5.0,6.0,3.0,74.0,52.0,16.0
926,2021-07-15,14.0,151.0,31.0,20.0,60.0,54.0,5.0,0.0,5.0,0.0,45.0,54.0,14.0
927,2021-07-16,12.0,192.0,41.0,17.0,66.0,36.0,0.0,5.0,6.0,1.0,56.0,59.0,15.0
928,2021-07-17,11.0,268.0,39.0,19.0,59.0,77.0,2.0,4.0,6.0,3.0,71.0,70.0,14.0
929,2021-07-18,17.0,268.0,53.0,19.0,88.0,62.0,6.0,3.0,7.0,0.0,37.0,88.0,15.0
930,2021-07-19,10.0,183.0,20.0,14.0,86.0,62.0,4.0,15.0,6.0,1.0,42.0,62.0,15.0
931,2021-07-20,6.0,145.0,24.0,30.0,91.0,63.0,8.0,11.0,6.0,4.0,50.0,45.0,15.0
932,2021-07-21,11.0,152.0,38.0,21.0,64.0,59.0,4.0,6.0,1.0,1.0,37.0,80.0,15.0
933,2021-07-22,7.0,147.0,22.0,29.0,62.0,37.0,2.0,0.0,0.0,0.0,33.0,46.0,14.0
934,2021-07-23,13.0,177.0,15.0,10.0,56.0,51.0,3.0,1.0,1.0,0.0,41.0,57.0,15.0
935,2021-07-24,11.0,282.0,88.0,12.0,64.0,56.0,7.0,8.0,2.0,0.0,36.0,84.0,15.0
936,2021-07-25,12.0,227.0,46.0,22.0,55.0,60.0,3.0,18.0,4.0,3.0,44.0,71.0,15.0
937,2021-07-26,10.0,130.0,16.0,14.0,54.0,44.0,1.0,5.0,0.0,0.0,40.0,61.0,16.0
938,2021-07-27,6.0,149.0,19.0,10.0,67.0,34.0,7.0,3.0,0.0,4.0,26.0,49.0,15.0
939,2021-07-28,7.0,127.0,10.0,11.0,48.0,31.0,3.0,3.0,6.0,1.0,25.0,49.0,15.0
940,2021-07-29,10.0,177.0,35.0,10.0,54.0,45.0,8.0,1.0,0.0,0.0,38.0,55.0,15.0
941,2021-07-30,9.0,175.0,26.0,30.0,50.0,67.0,7.0,3.0,6.0,2.0,49.0,70.0,15.0
942,2021-07-31,12.0,210.0,41.0,23.0,59.0,61.0,3.0,15.0,0.0,2.0,21.0,55.0,14.0
943,2021-08-01,8.0,114.0,44.0,41.0,54.0,39.0,8.0,6.0,2.0,2.0,22.0,24.0,14.0
944,2021-08-02,4.0,56.0,16.0,25.0,21.0,26.0,0.0,0.0,0.0,0.0,32.0,35.0,14.5
945,2021-08-03,9.0,81.0,13.0,13.0,34.0,22.0,5.0,2.0,0.0,0.0,25.0,31.0,15.0
946,2021-08-04,4.0,91.0,9.0,6.0,36.0,24.0,3.0,0.0,7.0,0.0,17.0,51.0,15.0
947,2021-08-05,13.0,224.0,22.0,11.0,49.0,39.0,3.0,0.0,5.0,2.0,46.0,76.0,16.0
948,2021-08-06,9.0,152.0,10.0,9.0,61.0,44.0,13.0,5.0,0.0,0.0,45.0,43.0,15.0
949,2021-08-07,14.0,147.0,27.0,2.0,73.0,47.0,4.0,11.0,7.0,5.0,56.0,46.0,14.0
950,2021-08-08,10.0,202.0,24.0,24.0,53.0,47.0,2.0,6.0,7.0,0.0,37.0,62.0,14.0
951,2021-08-09,9.0,172.0,20.0,31.0,68.0,62.0,4.0,8.0,1.0,0.0,56.0,67.0,15.0
952,2021-08-10,7.0,157.0,31.0,40.0,70.0,63.0,8.0,5.0,0.0,0.0,30.0,57.0,14.0
953,2021-08-11,9.0,108.0,43.0,59.0,46.0,35.0,4.0,5.0,2.0,0.0,33.0,37.0,13.0
954,2021-08-12,13.0,120.0,42.0,46.0,50.0,35.0,0.0,2.0,4.0,0.0,30.0,34.0,14.0
955,2021-08-13,11.0,221.0,21.0,29.0,48.0,44.0,7.0,3.0,4.0,0.0,50.0,65.0,15.0
956,2021-08-14,13.0,230.0,14.0,26.0,50.0,41.0,3.0,7.0,0.0,0.0,37.0,80.0,16.0
957,2021-08-15,7.0,197.0,46.0,24.0,28.0,32.0,3.0,6.0,6.0,3.0,40.0,88.0,15.0
958,2021-08-16,10.0,148.0,18.0,13.0,43.0,41.0,2.0,6.0,0.0,0.0,22.0,57.0,14.0
959,2021-08-17,9.0,142.0,15.0,27.0,44.0,34.0,10.0,9.0,4.0,0.0,52.0,48.0,15.0
960,2021-08-18,10.0,117.0,28.0,11.0,46.0,36.0,7.0,0.0,0.0,2.0,42.0,31.0,14.0
961,2021-08-19,10.0,146.0,15.0,24.0,27.0,64.0,4.0,2.0,0.0,2.0,41.0,57.0,16.0
962,2021-08-20,13.0,187.0,37.0,21.0,55.0,99.0,6.0,2.0,0.0,10.0,62.0,92.0,16.0
963,2021-08-21,6.0,248.0,48.0,18.0,59.0,58.0,0.0,2.0,4.0,0.0,60.0,86.0,15.0
964,2021-08-22,6.0,201.0,37.0,13.0,33.0,30.0,6.0,8.0,5.0,0.0,25.0,85.0,14.0
965,2021-08-23,9.0,106.0,23.0,19.0,47.0,38.0,2.0,7.0,0.0,0.0,31.0,59.0,14.0
966,2021-08-24,7.0,108.0,16.0,9.0,59.0,47.0,5.0,0.0,1.0,0.0,32.0,37.0,15.0
967,2021-08-25,5.0,142.0,24.0,19.0,73.0,35.0,7.0,4.0,0.0,0.0,30.0,58.0,15.0
968,2021-08-26,6.0,133.0,20.0,24.0,51.0,39.0,4.0,1.0,4.0,3.0,42.0,37.0,14.0
969,2021-08-27,7.0,238.0,26.0,19.0,67.0,81.0,8.0,0.0,0.0,0.0,34.0,68.0,15.0
970,2021-08-28,13.0,253.0,59.0,30.0,52.0,64.0,2.0,7.0,2.0,2.0,57.0,52.0,14.0
971,2021-08-29,20.0,203.0,39.0,29.0,50.0,31.0,2.0,4.0,3.0,1.0,38.0,76.0,13.0
972,2021-08-30,6.0,139.0,23.0,22.0,67.0,34.0,3.0,7.0,3.0,0.0,43.0,57.0,15.0
973,2021-08-31,13.0,143.0,11.0,21.0,72.0,44.0,10.0,8.0,2.0,0.0,40.0,67.0,15.0
974,2021-09-01,7.0,120.0,38.0,8.0,39.0,32.0,0.0,7.0,2.0,0.0,20.0,44.0,15.0
975,2021-09-02,7.0,56.0,14.0,31.0,37.0,36.0,8.0,7.0,1.0,0.0,35.0,32.0,14.0
976,2021-09-03,6.0,71.0,16.0,7.0,39.0,19.0,0.0,3.0,5.0,0.0,32.0,33.0,15.0
977,2021-09-04,6.0,92.0,5.0,16.0,38.0,33.0,5.0,0.0,7.0,0.0,21.0,33.0,15.0
978,2021-09-05,7.0,201.0,23.0,10.0,35.0,36.0,5.0,9.0,0.0,0.0,28.0,57.0,15.0
979,2021-09-06,12.0,224.0,5.0,25.0,80.0,90.0,2.0,12.0,4.0,1.0,52.0,55.0,16.0
980,2021-09-07,9.0,169.0,21.0,12.0,78.0,58.0,5.0,4.0,5.0,0.0,40.0,58.0,15.0
981,2021-09-08,10.0,132.0,20.0,12.0,37.0,23.0,4.0,1.0,0.0,0.0,38.0,48.0,13.0
982,2021-09-09,8.0,91.0,36.0,18.0,37.0,44.0,2.0,4.0,3.0,0.0,29.0,29.0,15.0
983,2021-09-10,22.0,306.0,74.0,40.0,82.0,79.0,5.0,9.0,1.0,2.0,65.0,91.0,15.0
984,2021-09-11,12.0,110.0,42.0,33.0,62.0,42.0,6.0,14.0,0.0,2.0,48.0,36.0,13.0
985,2021-09-12,13.0,134.0,89.0,47.0,101.0,60.0,12.0,8.0,3.0,5.0,42.0,56.0,14.0
986,2021-09-13,10.0,158.0,9.0,20.0,70.0,51.0,10.0,8.0,2.0,0.0,51.0,55.0,13.0
987,2021-09-14,10.0,146.0,21.0,34.0,41.0,30.0,4.0,8.0,6.0,2.0,35.0,31.0,13.0
988,2021-09-15,6.0,154.0,21.0,17.0,65.0,65.0,4.0,3.0,2.0,0.0,41.0,71.0,14.0
989,2021-09-16,4.0,103.0,25.0,19.0,57.0,40.0,4.0,0.0,2.0,7.0,18.0,34.0,12.0
990,2021-09-17,15.0,172.0,24.0,39.0,76.0,69.0,8.0,0.0,7.0,0.0,62.0,49.0,15.0
991,2021-09-18,19.0,290.0,67.0,25.0,70.0,55.0,1.0,4.0,4.0,0.0,52.0,77.0,15.0
992,2021-09-19,12.0,184.0,54.0,23.0,41.0,36.0,4.0,3.0,6.0,0.0,22.0,64.0,15.0
993,2021-09-20,7.0,111.0,15.0,26.0,71.0,38.0,5.0,6.0,3.0,2.0,48.0,23.0,13.0
994,2021-09-21,11.0,150.0,31.0,18.0,55.0,55.0,8.0,2.0,4.0,2.0,34.0,67.0,15.0
995,2021-09-22,7.0,154.0,25.0,43.0,62.0,66.0,1.0,10.0,2.0,4.0,36.0,35.0,15.0
996,2021-09-23,15.0,179.0,28.0,38.0,78.0,59.0,10.0,12.0,0.0,10.0,35.0,59.0,14.0
997,2021-09-24,13.0,177.0,46.0,29.0,56.0,42.0,4.0,0.0,11.0,3.0,46.0,37.0,15.0
998,2021-09-25,9.0,261.0,75.0,31.0,72.0,41.0,8.0,0.0,4.0,1.0,68.0,91.0,15.0
999,2021-09-26,11.0,225.0,57.0,17.0,48.0,62.0,0.0,10.0,3.0,2.0,32.0,64.0,15.0
1000,2021-09-27,8.0,129.0,23.0,21.0,32.0,21.0,6.0,2.0,6.0,0.0,27.0,35.0,13.0
1001,2021-09-28,7.0,111.0,22.0,27.0,74.0,48.0,2.0,4.0,2.0,0.0,49.0,21.0,13.0
1002,2021-09-29,6.0,139.0,18.0,24.0,46.0,46.0,2.0,0.0,1.0,0.0,54.0,41.0,13.0
1003,2021-09-30,7.0,160.0,17.0,49.0,93.0,36.0,7.0,7.0,2.0,0.0,57.0,48.0,14.0
1004,2021-10-01,6.0,84.0,22.0,21.0,17.0,38.0,2.0,5.0,0.0,0.0,32.0,28.0,16.0
1005,2021-10-02,8.0,82.0,27.0,32.0,40.0,36.0,6.0,7.0,2.0,8.0,40.0,32.0,14.0
1006,2021-10-03,6.0,107.0,9.0,30.0,64.0,15.0,9.0,12.0,4.0,0.0,37.0,33.0,13.0
1007,2021-10-04,4.0,82.0,27.0,6.0,24.0,13.0,0.0,8.0,0.0,0.0,16.0,18.0,14.0
1008,2021-10-05,12.0,101.0,14.0,6.0,48.0,25.0,1.0,5.0,0.0,0.0,27.0,39.0,13.0
1009,2021-10-06,13.0,201.0,29.0,16.0,62.0,47.0,12.0,21.0,3.0,2.0,61.0,45.0,15.0
1010,2021-10-07,16.0,255.0,44.0,30.0,66.0,62.0,5.0,0.0,3.0,0.0,65.0,79.0,15.0
1011,2021-10-08,6.0,128.0,9.0,7.0,60.0,31.0,8.0,3.0,2.0,5.0,20.0,44.0,14.0
1012,2021-10-09,13.0,150.0,38.0,30.0,56.0,36.0,2.0,7.0,0.0,4.0,49.0,65.0,15.0
1013,2021-10-10,12.0,212.0,66.0,12.0,77.0,60.0,8.0,4.0,0.0,4.0,26.0,60.0,14.0
1014,2021-10-11,10.0,136.0,71.0,36.0,50.0,47.0,6.0,10.0,3.0,3.0,27.0,36.0,16.0
1015,2021-10-12,6.0,133.0,65.0,27.0,58.0,37.0,9.0,12.0,0.0,0.0,14.0,32.0,14.0
1016,2021-10-13,9.0,129.0,50.0,29.0,60.0,40.0,0.0,4.0,2.0,8.0,37.0,68.0,14.0
1017,2021-10-14,12.0,162.0,20.0,40.0,48.0,33.0,3.0,9.0,4.0,0.0,41.0,49.0,15.0
1018,2021-10-15,9.0,149.0,40.0,37.0,52.0,56.0,5.0,3.0,6.0,0.0,30.0,60.0,16.0
1019,2021-10-16,13.0,274.0,82.0,18.0,101.0,72.0,7.0,16.0,1.0,2.0,52.0,81.0,14.0
1020,2021-10-17,12.0,232.0,61.0,34.0,78.0,58.0,0.0,2.0,2.0,0.0,34.0,83.0,15.0
1021,2021-10-18,6.0,116.0,34.0,37.0,58.0,43.0,2.0,6.0,0.0,0.0,37.0,23.0,14.0
1022,2021-10-19,11.0,157.0,46.0,60.0,65.0,46.0,0.0,12.0,2.0,2.0,37.0,56.0,15.0
1023,2021-10-20,8.0,113.0,42.0,35.0,57.0,38.0,4.0,4.0,0.0,4.0,35.0,47.0,14.0
1024,2021-10-21,13.0,125.0,40.0,29.0,58.0,34.0,3.0,1.0,1.0,0.0,19.0,44.0,14.0
1025,2021-10-22,12.0,195.0,62.0,54.0,60.0,72.0,12.0,6.0,5.0,1.0,53.0,55.0,15.0
1026,2021-10-23,6.0,215.0,62.0,19.0,64.0,46.0,4.0,8.0,6.0,0.0,43.0,55.0,14.0
1027,2021-10-24,13.0,231.0,53.0,11.0,62.0,49.0,0.0,4.0,0.0,5.0,22.0,59.0,14.0
1028,2021-10-25,12.0,111.0,28.0,34.0,58.0,47.0,3.0,10.0,0.0,2.0,41.0,46.0,14.0
1029,2021-10-26,9.0,104.0,25.0,26.0,38.0,51.0,5.0,3.0,3.0,0.0,27.0,30.0,15.0
1030,2021-10-27,8.0,136.0,36.0,30.0,73.0,32.0,0.0,9.0,0.0,0.0,42.0,49.0,15.0
1031,2021-10-28,8.0,155.0,49.0,50.0,73.0,53.0,8.0,17.0,2.0,2.0,31.0,62.0,15.0
1032,2021-10-29,13.0,141.0,74.0,26.0,69.0,48.0,3.0,5.0,4.0,0.0,39.0,70.0,16.0
1033,2021-10-30,11.0,194.0,61.0,7.0,47.0,41.0,2.0,18.0,5.0,2.0,30.0,29.0,13.0
1034,2021-10-31,10.0,197.0,88.0,29.0,75.0,37.0,2.0,13.0,2.0,0.0,24.0,61.0,14.0
1035,2021-11-01,10.0,102.0,37.0,25.0,34.0,47.0,0.0,9.0,0.0,0.0,18.0,39.0,15.0
1036,2021-11-02,7.0,67.0,17.0,26.0,69.0,21.0,0.0,9.0,3.0,0.0,33.0,28.0,13.5
1037,2021-11-03,6.0,64.0,8.0,19.0,46.0,15.0,0.0,5.0,2.0,0.0,30.0,22.0,14.0
1038,2021-11-04,7.0,117.0,22.0,8.0,21.0,50.0,0.0,6.0,0.0,0.0,10.0,38.0,13.5
1039,2021-11-05,7.0,95.0,10.0,11.0,46.0,35.0,0.0,10.0,0.0,0.0,33.0,37.0,15.0
1040,2021-11-06,14.0,260.0,57.0,16.0,72.0,76.0,8.0,6.0,1.0,3.0,58.0,112.0,17.0
1041,2021-11-07,17.0,238.0,49.0,19.0,48.0,54.0,4.0,9.0,7.0,3.0,30.0,72.0,14.0
1042,2021-11-08,6.0,134.0,16.0,6.0,44.0,20.0,2.0,7.0,0.0,0.0,37.0,43.0,15.0
1043,2021-11-09,7.0,239.0,39.0,35.0,66.0,53.0,6.0,0.0,13.0,5.0,42.0,67.0,15.0
1044,2021-11-10,5.0,107.0,14.0,27.0,62.0,26.0,6.0,10.0,6.0,2.0,37.0,26.0,13.0
1045,2021-11-11,9.0,115.0,56.0,19.0,47.0,51.0,4.0,11.0,1.0,0.0,27.0,50.0,15.5
1046,2021-11-12,15.0,190.0,108.0,9.0,51.0,52.0,0.0,5.0,0.0,0.0,39.0,64.0,16.0
1047,2021-11-13,6.0,190.0,63.0,31.0,65.0,48.0,3.0,13.0,11.0,0.0,55.0,63.0,15.0
1048,2021-11-14,8.0,171.0,87.0,27.0,56.0,29.0,1.0,12.0,0.0,0.0,18.0,35.0,16.0
1049,2021-11-15,10.0,113.0,73.0,59.0,53.0,46.0,3.0,7.0,5.0,0.0,27.0,56.0,13.0
1050,2021-11-16,9.0,102.0,49.0,32.0,58.0,19.0,7.0,0.0,4.0,4.0,33.0,40.0,14.0
1051,2021-11-17,6.0,104.0,48.0,49.0,72.0,51.0,0.0,4.0,3.0,2.0,33.0,37.0,14.0
1052,2021-11-18,8.0,111.0,52.0,44.0,62.0,34.0,6.0,8.0,3.0,3.0,43.0,32.0,14.0
1053,2021-11-19,19.0,156.0,84.0,64.0,70.0,61.0,2.0,5.0,4.0,2.0,26.0,46.0,15.0
1054,2021-11-20,12.0,163.0,68.0,4.0,55.0,36.0,5.0,0.0,5.0,1.0,35.0,44.0,14.0
1055,2021-11-21,8.0,136.0,57.0,16.0,42.0,39.0,2.0,8.0,1.0,0.0,24.0,30.0,15.0
1056,2021-11-22,7.0,100.0,49.0,40.0,37.0,46.0,8.0,8.0,6.0,2.0,15.0,34.0,16.0
1057,2021-11-23,4.0,116.0,41.0,20.0,49.0,45.0,4.0,19.0,0.0,3.0,31.0,29.0,14.0
1058,2021-11-24,11.0,132.0,44.0,35.0,37.0,45.0,2.0,8.0,0.0,7.0,40.0,26.0,15.0
1059,2021-11-25,5.0,101.0,51.0,49.0,48.0,40.0,2.0,5.0,4.0,0.0,44.0,29.0,15.0
1060,2021-11-26,17.0,173.0,77.0,37.0,90.0,39.0,2.0,2.0,2.0,4.0,44.0,42.0,16.0
1061,2021-11-27,6.0,176.0,78.0,13.0,45.0,37.0,0.0,5.0,0.0,0.0,31.0,63.0,15.0
1062,2021-11-28,9.0,151.0,75.0,15.0,21.0,38.0,0.0,19.0,2.0,0.0,27.0,53.0,15.0
1063,2021-11-29,7.0,89.0,62.0,28.0,54.0,28.0,9.0,9.0,6.0,0.0,44.0,27.0,13.0
1064,2021-11-30,11.0,101.0,39.0,29.0,44.0,43.0,0.0,8.0,0.0,4.0,39.0,33.0,14.0
1065,2021-12-01,9.0,118.0,39.0,43.0,53.0,31.0,6.0,10.0,0.0,0.0,33.0,26.0,15.0
1066,2021-12-02,3.0,79.0,29.0,18.0,40.0,18.0,3.0,0.0,0.0,2.0,17.0,41.0,15.0
1067,2021-12-03,12.0,90.0,23.0,24.0,46.0,17.0,2.0,4.0,1.0,0.0,41.0,25.0,15.0
1068,2021-12-04,7.0,69.0,3.0,17.0,43.0,16.0,0.0,9.0,2.0,0.0,14.0,24.0,15.0
1069,2021-12-05,4.0,137.0,18.0,15.0,68.0,26.0,2.0,7.0,3.0,0.0,48.0,33.0,15.0
1070,2021-12-06,18.0,283.0,34.0,33.0,64.0,49.0,11.0,10.0,2.0,2.0,46.0,100.0,16.0
1071,2021-12-07,9.0,161.0,28.0,12.0,51.0,36.0,7.0,8.0,1.0,0.0,35.0,60.0,15.0
1072,2021-12-08,19.0,162.0,20.0,16.0,59.0,50.0,20.0,1.0,0.0,0.0,52.0,47.0,15.0
1073,2021-12-09,11.0,245.0,43.0,29.0,76.0,69.0,7.0,3.0,1.0,4.0,67.0,76.0,15.0
1074,2021-12-10,5.0,134.0,40.0,47.0,77.0,53.0,2.0,8.0,5.0,0.0,55.0,53.0,13.0
1075,2021-12-11,8.0,160.0,51.0,27.0,25.0,51.0,2.0,1.0,6.0,0.0,26.0,71.0,16.0
1076,2021-12-12,12.0,133.0,67.0,14.0,29.0,39.0,9.0,2.0,3.0,0.0,23.0,32.0,14.0
1077,2021-12-13,9.0,148.0,60.0,48.0,60.0,35.0,3.0,8.0,6.0,0.0,22.0,55.0,13.0
1078,2021-12-14,6.0,98.0,29.0,62.0,44.0,23.0,2.0,9.0,2.0,0.0,22.0,19.0,16.0
1079,2021-12-15,6.0,112.0,72.0,37.0,43.0,38.0,6.0,2.0,6.0,2.0,28.0,52.0,16.0
1080,2021-12-16,13.0,109.0,47.0,35.0,41.0,19.0,9.0,3.0,0.0,0.0,38.0,35.0,14.0
1081,2021-12-17,10.0,173.0,82.0,31.0,41.0,69.0,2.0,3.0,7.0,0.0,49.0,74.0,15.0
1082,2021-12-18,15.0,197.0,67.0,23.0,83.0,36.0,12.0,5.0,0.0,2.0,17.0,32.0,14.5
1083,2021-12-19,13.0,173.0,91.0,14.0,57.0,61.0,0.0,8.0,6.0,0.0,32.0,48.0,14.0
1084,2021-12-20,11.0,94.0,52.0,32.0,19.0,30.0,0.0,6.0,0.0,3.0,45.0,44.0,14.0
1085,2021-12-21,8.0,115.0,55.0,29.0,67.0,49.0,7.0,1.0,1.0,0.0,31.0,43.0,13.0
1086,2021-12-22,10.0,111.0,46.0,32.0,63.0,48.0,3.0,1.0,0.0,0.0,49.0,57.0,15.0
1087,2021-12-23,16.0,135.0,37.0,41.0,35.0,43.0,0.0,9.0,7.0,0.0,13.0,56.0,15.0
1088,2021-12-24,15.0,120.0,38.0,24.0,17.0,30.0,6.0,5.0,6.0,0.0,17.0,40.0,14.0
1089,2021-12-25,14.0,139.0,55.0,7.0,30.0,35.0,3.0,5.0,1.0,0.0,25.0,30.0,13.0
1090,2021-12-26,9.0,132.0,53.0,12.0,46.0,14.0,5.0,11.0,0.0,0.0,17.0,28.0,16.0
1091,2021-12-27,9.0,115.0,39.0,11.0,27.0,13.0,0.0,10.0,1.0,0.0,23.0,29.0,14.0
1092,2021-12-28,7.0,106.0,66.0,16.0,32.0,29.0,4.0,8.0,12.0,0.0,16.0,30.0,15.0
1093,2021-12-29,8.0,94.0,28.0,35.0,38.0,27.0,0.0,5.0,3.0,0.0,12.0,18.0,15.0
1094,2021-12-30,11.0,130.0,47.0,21.0,41.0,33.0,0.0,5.0,4.0,0.0,30.0,65.0,16.0
1095,2021-12-31,9.0,138.0,47.0,21.0,46.0,20.0,0.0,12.0,0.0,2.0,16.0,40.0,16.0
1096,2022-01-01,,141.5,56.5,13.5,22.5,34.0,2.0,4.0,2.0,3.5,13.5,44.5,11.0
1097,2022-01-02,,109.5,50.5,21.0,37.0,48.5,7.5,9.5,2.0,1.0,30.0,48.5,13.0
1098,2022-01-03,,95.0,30.0,18.0,54.5,26.5,1.5,6.5,2.5,1.0,32.5,46.5,14.5
1099,2022-01-04,,115.0,13.5,13.0,50.0,30.0,8.0,4.0,1.0,1.5,38.0,41.0,14.0
1100,2022-01-05,,158.5,17.0,17.5,26.5,38.5,4.0,6.5,0.5,1.0,38.5,54.0,15.0
1101,2022-01-06,,200.5,23.0,28.5,82.0,44.5,6.5,7.0,3.0,0.5,39.5,81.5,14.5
1102,2022-01-07,,174.5,15.5,18.0,62.5,47.0,1.0,6.5,1.0,2.0,37.5,59.0,14.0
1103,2022-01-08,,174.5,41.0,20.5,50.0,41.0,3.0,6.0,1.0,1.5,31.0,63.0,15.5
1104,2022-01-09,,165.0,38.5,19.5,46.5,48.5,5.0,8.5,1.5,0.0,27.0,67.0,14.0
1105,2022-01-10,,143.5,41.0,25.5,69.5,33.0,5.0,13.0,3.0,2.0,36.0,43.5,15.0
1106,2022-01-11,,163.5,67.0,32.5,46.0,42.0,2.0,5.5,5.5,4.0,29.0,53.0,13.5
1107,2022-01-12,,140.0,66.5,29.0,51.5,37.0,3.0,10.5,4.0,1.0,34.0,35.0,13.5
1108,2022-01-13,,114.0,71.0,17.0,42.5,27.0,2.5,3.0,2.0,3.0,40.0,51.0,15.0
1109,2022-01-14,,98.0,41.0,26.0,36.5,25.5,4.5,5.0,0.0,1.0,36.5,33.0,14.5
1110,2022-01-15,,122.5,49.0,31.0,49.0,35.0,0.0,6.0,3.5,5.0,25.5,46.5,14.5
1111,2022-01-16,,117.0,22.5,35.0,38.5,22.0,5.0,2.5,1.5,0.0,25.5,24.0,13.0
1112,2022-01-17,,93.5,36.5,21.0,44.5,15.5,1.5,2.5,0.0,0.0,26.0,29.0,14.5
1113,2022-01-18,,136.0,57.0,38.0,43.5,44.5,5.0,6.0,3.0,1.5,50.0,41.0,13.5
1114,2022-01-19,,133.0,45.5,28.5,43.5,36.5,4.5,3.0,4.0,1.5,32.5,41.5,14.5
1115,2022-01-20,,102.5,44.5,17.0,33.0,26.5,0.0,3.5,1.5,1.5,13.5,29.0,14.5
1116,2022-01-21,,90.5,34.5,47.0,44.0,19.5,4.5,10.5,2.0,0.0,22.5,33.5,13.5
1117,2022-01-22,,105.0,36.5,52.5,38.5,35.0,1.0,1.0,0.5,0.0,28.5,35.0,13.0
1118,2022-01-23,,114.5,29.5,24.5,28.0,30.0,0.0,3.0,2.0,3.0,32.5,40.5,14.0
1119,2022-01-24,,131.0,32.5,36.5,31.0,43.5,1.0,4.5,0.0,0.0,29.0,46.0,14.75
1120,2022-01-25,,106.5,36.0,32.5,47.5,44.0,3.0,3.0,1.0,0.0,29.5,33.0,14.0
1121,2022-01-26,,137.0,43.5,29.5,49.5,33.0,3.5,4.0,1.5,0.0,31.0,47.5,13.75
